Date,dow,month,dom,yest_volume,yest_p_diff,CNN-2,CNN-dif-2,ten,hike_prob,cut_prob,dollar,oil_price,oil_change,CPI,job_1,job_2,job_3
2023-03-09,3,3,9,189253000.0,-0.013163691016039968,49.0,-1.0,3.9071,100.0000,0.0000,105.3090,478513.0000,-1694.0000,4.9900,245000.0000,1772000.0000,224750.0000
2023-03-10,4,3,10,157790000.0,0.009212165248079747,37.0,-12.0,3.7045,100.0000,0.0000,104.5760,480063.0000,1550.0000,4.9900,245000.0000,1772000.0000,224750.0000
2023-03-13,0,3,13,149752400.0,0.003139917800525919,24.0,-13.0,3.5449,76.0000,0.0000,103.5950,480063.0000,1550.0000,4.9900,230000.0000,1804000.0000,228250.0000
2023-03-14,1,3,14,172996900.0,0.008708384710234244,26.0,2.0,3.6854,81.2000,0.0000,103.5970,480063.0000,1550.0000,4.9900,230000.0000,1804000.0000,228250.0000
2023-03-15,2,3,15,143753900.0,0.02345308121481412,24.0,-2.0,3.4623,63.5000,0.0000,104.6460,480063.0000,1550.0000,4.9900,230000.0000,1804000.0000,228250.0000
2023-03-16,3,3,16,140553400.0,-0.008282263647785887,22.0,-2.0,3.5789,86.4000,0.0000,104.4180,480063.0000,1550.0000,4.9900,230000.0000,1804000.0000,228250.0000
2023-03-17,4,3,17,93055780.0,0.007466856301112403,33.0,11.0,3.4379,81.2000,0.0000,103.7080,481180.0000,1117.0000,4.9900,230000.0000,1804000.0000,228250.0000
2023-03-20,0,3,20,91524250.0,0.00418640796169566,29.0,-4.0,3.4828,73.8000,0.0000,103.2810,481180.0000,1117.0000,4.9900,247000.0000,1817000.0000,235750.0000
2023-03-21,1,3,21,111746600.0,-0.01688301752059372,38.0,9.0,3.6075,85.6000,0.0000,103.2560,481180.0000,1117.0000,4.9900,247000.0000,1817000.0000,235750.0000
2023-03-22,2,3,22,119351300.0,-0.0048833837780094085,43.0,5.0,3.4509,36.5000,0.0000,102.3460,481180.0000,1117.0000,4.9900,247000.0000,1817000.0000,235750.0000
2023-03-23,3,3,23,107770100.0,0.009877447883764982,40.0,-3.0,3.4135,36.0000,0.0000,102.5320,481180.0000,1117.0000,4.9900,247000.0000,1817000.0000,235750.0000
2023-03-24,4,3,24,74010410.0,-0.004111074680319795,33.0,-7.0,3.3725,10.6000,0.0000,103.1160,473691.0000,-7489.0000,4.9900,247000.0000,1817000.0000,235750.0000
2023-03-27,0,3,27,62871680.0,-0.00042972699696652947,37.0,4.0,3.5393,43.0000,0.0000,102.8570,473691.0000,-7489.0000,4.9900,246000.0000,1823000.0000,242000.0000
2023-03-28,1,3,28,77497880.0,0.0035505170051077896,38.0,1.0,3.5715,40.5000,0.0000,102.4300,473691.0000,-7489.0000,4.9900,246000.0000,1823000.0000,242000.0000
2023-03-29,2,3,29,69840050.0,-0.0009660639088431666,38.0,0.0,3.5658,47.6000,0.0000,102.6400,473691.0000,-7489.0000,4.9900,246000.0000,1823000.0000,242000.0000
2023-03-30,3,3,30,112062600.0,0.011553775128850146,40.0,2.0,3.5469,53.8000,0.0000,102.1440,473691.0000,-7489.0000,4.9900,246000.0000,1823000.0000,242000.0000
2023-03-31,4,3,31,67391100.0,0.0051101107190654966,45.0,5.0,3.4733,55.5000,0.0000,102.5060,469952.0000,-3739.0000,4.9900,246000.0000,1823000.0000,242000.0000
2023-04-03,0,4,3,66601530.0,-0.007218538184843489,60.0,15.0,3.4151,60.9000,0.0000,102.0930,469952.0000,-3739.0000,4.9600,228000.0000,1804000.0000,237750.0000
2023-04-04,1,4,4,65200240.0,-0.0007605495583905845,55.0,-5.0,3.3386,42.1000,0.0000,101.5860,469952.0000,-3739.0000,4.9600,228000.0000,1804000.0000,237750.0000
2023-04-05,2,4,5,63743350.0,0.005914123023534338,53.0,-2.0,3.3089,48.5000,0.0000,101.8520,469952.0000,-3739.0000,4.9600,228000.0000,1804000.0000,237750.0000
2023-04-06,3,4,6,63681040.0,0.007324039940431142,56.0,3.0,3.3032,50.1000,0.0000,101.8220,469952.0000,-3739.0000,4.9600,228000.0000,1804000.0000,237750.0000
2023-04-10,0,4,10,59297950.0,-0.001317973250024318,59.0,3.0,3.4149,71.7000,0.0000,102.5780,470549.0000,597.0000,4.9600,240000.0000,1861000.0000,240250.0000
2023-04-11,1,4,11,86420380.0,-0.009361597843401527,59.0,0.0,3.4318,69.5000,0.0000,102.2040,470549.0000,597.0000,4.9600,240000.0000,1861000.0000,240250.0000
2023-04-12,2,4,12,85814750.0,0.010375601615594893,60.0,1.0,3.3999,68.7000,0.0000,101.5000,470549.0000,597.0000,4.9600,240000.0000,1861000.0000,240250.0000
2023-04-13,3,4,13,78161500.0,-0.000848567133782725,60.0,0.0,3.4487,67.5000,0.0000,101.0110,470549.0000,597.0000,4.9600,240000.0000,1861000.0000,240250.0000
2023-04-14,4,4,14,66436400.0,0.003792820215490151,69.0,9.0,3.5147,70.8000,0.0000,101.5520,465968.0000,-4581.0000,4.9600,240000.0000,1861000.0000,240250.0000
2023-04-17,0,4,17,63560000.0,-0.0033075010260495996,67.0,-2.0,3.6061,84.1000,0.0000,102.1030,465968.0000,-4581.0000,4.9600,246000.0000,1843000.0000,240000.0000
2023-04-18,1,4,18,55227330.0,0.004636113391606605,69.0,2.0,3.5775,84.6000,0.0000,101.7450,465968.0000,-4581.0000,4.9600,246000.0000,1843000.0000,240000.0000
2023-04-19,2,4,19,75840360.0,0.0016266873846751868,70.0,1.0,3.5908,86.0000,0.0000,101.9680,465968.0000,-4581.0000,4.9600,246000.0000,1843000.0000,240000.0000
2023-04-20,3,4,20,73457420.0,2.4260067928168134e-05,69.0,-1.0,3.5356,84.5000,0.0000,101.8400,465968.0000,-4581.0000,4.9600,246000.0000,1843000.0000,240000.0000
2023-04-21,4,4,21,64332100.0,0.001551026343213015,65.0,-4.0,3.5680,81.4000,0.0000,101.8220,460914.0000,-5054.0000,4.9600,246000.0000,1843000.0000,240000.0000
2023-04-24,0,4,24,97766720.0,-0.011081560283687944,65.0,0.0,3.4958,85.6000,0.0000,101.3480,460914.0000,-5054.0000,4.9600,229000.0000,1801000.0000,235750.0000
2023-04-25,1,4,25,80447050.0,-0.005836383420714249,64.0,-1.0,3.3996,76.7000,0.0000,101.8630,460914.0000,-5054.0000,4.9600,229000.0000,1801000.0000,235750.0000
2023-04-26,2,4,26,92968370.0,0.013118013627215696,55.0,-9.0,3.4447,72.7000,0.0000,101.4670,460914.0000,-5054.0000,4.9600,229000.0000,1801000.0000,235750.0000
2023-04-27,3,4,27,89433140.0,0.010674873175774764,53.0,-2.0,3.5281,88.6000,0.0000,101.5030,460914.0000,-5054.0000,4.9600,229000.0000,1801000.0000,235750.0000
2023-04-28,4,4,28,62122250.0,9.626723785219037e-05,58.0,5.0,3.4333,85.4000,0.0000,101.6590,459633.0000,-1281.0000,4.9600,229000.0000,1801000.0000,235750.0000
2023-05-01,0,5,1,103998500.0,-0.009565767695453234,60.0,2.0,3.5700,95.4000,0.0000,102.1510,459633.0000,-1281.0000,4.1300,242000.0000,1807000.0000,239250.0000
2023-05-02,1,5,2,91531770.0,-0.008185873241507848,58.0,-2.0,3.4333,86.7000,0.0000,101.9580,459633.0000,-1281.0000,4.1300,242000.0000,1807000.0000,239250.0000
2023-05-03,2,5,3,94901860.0,-0.0044430182904253235,53.0,-5.0,3.3637,0.0000,10.2000,101.3430,459633.0000,-1281.0000,4.1300,242000.0000,1807000.0000,239250.0000
2023-05-04,3,5,4,87891790.0,0.00901534061992577,57.0,4.0,3.3768,1.3000,0.0000,101.3990,459633.0000,-1281.0000,4.1300,242000.0000,1807000.0000,239250.0000
2023-05-05,4,5,5,50046770.0,-0.0005572515384988569,52.0,-5.0,3.4351,0.0000,2.0000,101.2140,462584.0000,2951.0000,4.1300,242000.0000,1807000.0000,239250.0000
2023-05-08,0,5,8,49220120.0,-0.00048670089796312905,60.0,8.0,3.5072,12.6000,0.0000,101.3770,462584.0000,2951.0000,4.1300,231000.0000,1799000.0000,237000.0000
2023-05-09,1,5,9,96142920.0,-0.002494852852125403,60.0,0.0,3.5224,21.2000,0.0000,101.6050,462584.0000,2951.0000,4.1300,231000.0000,1799000.0000,237000.0000
2023-05-10,2,5,10,70157060.0,0.0004367553927159072,59.0,-1.0,3.4388,8.5000,0.0000,101.4770,462584.0000,2951.0000,4.1300,231000.0000,1799000.0000,237000.0000
2023-05-11,3,5,11,70481550.0,-0.004446172161617243,58.0,-1.0,3.3861,12.9000,0.0000,102.0580,462584.0000,2951.0000,4.1300,231000.0000,1799000.0000,237000.0000
2023-05-12,4,5,12,54289380.0,0.0019127866153361025,57.0,-1.0,3.4625,10.7000,0.0000,102.6810,467624.0000,5040.0000,4.1300,231000.0000,1799000.0000,237000.0000
2023-05-15,0,5,15,57705500.0,-0.003924436319317523,58.0,1.0,3.5075,19.0000,0.0000,102.4340,467624.0000,5040.0000,4.1300,225000.0000,1789000.0000,231750.0000
2023-05-16,1,5,16,87286960.0,0.00693591503504081,59.0,1.0,3.5414,16.8000,0.0000,102.5640,467624.0000,5040.0000,4.1300,225000.0000,1789000.0000,231750.0000
2023-05-17,2,5,17,97177200.0,0.010328459318274075,57.0,-2.0,3.5716,23.8000,0.0000,102.8820,467624.0000,5040.0000,4.1300,225000.0000,1789000.0000,231750.0000
2023-05-18,3,5,18,103793300.0,-0.0037026420142372827,62.0,5.0,3.6514,33.3000,0.0000,103.5840,467624.0000,5040.0000,4.1300,225000.0000,1789000.0000,231750.0000
2023-05-19,4,5,19,60745400.0,0.00035817474151730963,68.0,6.0,3.6822,35.6000,0.0000,103.1980,455168.0000,-12456.0000,4.1300,225000.0000,1789000.0000,231750.0000
2023-05-22,0,5,22,86383490.0,-0.007220652515153733,69.0,1.0,3.7187,15.3000,0.0000,103.1980,455168.0000,-12456.0000,4.1300,230000.0000,1794000.0000,232000.0000
2023-05-23,1,5,23,89213680.0,-0.0032353012722275924,70.0,1.0,3.6976,31.4000,0.0000,103.4880,455168.0000,-12456.0000,4.1300,230000.0000,1794000.0000,232000.0000
2023-05-24,2,5,24,90961610.0,-0.00021705052453884442,64.0,-6.0,3.7438,29.5000,0.0000,103.8870,455168.0000,-12456.0000,4.1300,230000.0000,1794000.0000,232000.0000
2023-05-25,3,5,25,93829980.0,0.01116613494595495,61.0,-3.0,3.8232,35.4000,0.0000,104.2510,455168.0000,-12456.0000,4.1300,230000.0000,1794000.0000,232000.0000
2023-05-26,4,5,26,72215960.0,-0.004402874958351102,62.0,1.0,3.8100,58.5000,0.0000,104.2060,459657.0000,4489.0000,4.1300,230000.0000,1794000.0000,232000.0000
2023-05-30,1,5,30,110811800.0,-0.00102907742012672,69.0,7.0,3.6942,59.6000,0.0000,104.1650,459657.0000,4489.0000,4.1300,233000.0000,1755000.0000,229750.0000
2023-05-31,2,5,31,88865020.0,0.008842634298990133,69.0,0.0,3.6464,36.7000,0.0000,104.3260,459657.0000,4489.0000,4.1300,233000.0000,1755000.0000,229750.0000
2023-06-01,3,6,1,91426170.0,0.007992148065058926,64.0,-5.0,3.6007,24.0000,0.0000,103.5600,459657.0000,4489.0000,3.0900,233000.0000,1755000.0000,229750.0000
2023-06-02,4,6,2,65460160.0,-0.0027628190119408803,62.0,-2.0,3.6984,25.1000,0.0000,104.0150,459205.0000,-452.0000,3.0900,233000.0000,1755000.0000,229750.0000
2023-06-05,0,6,5,64022180.0,0.0031773473821927363,74.0,12.0,3.6889,22.9000,0.0000,104.0020,459205.0000,-452.0000,3.0900,262000.0000,1772000.0000,237500.0000
2023-06-06,1,6,6,85373280.0,-0.004430899073965505,74.0,0.0,3.6774,18.3000,0.0000,104.1250,459205.0000,-452.0000,3.0900,262000.0000,1772000.0000,237500.0000
2023-06-07,2,6,7,61952840.0,0.005849043413417824,76.0,2.0,3.7933,33.3000,0.0000,104.0990,459205.0000,-452.0000,3.0900,262000.0000,1772000.0000,237500.0000
2023-06-08,3,6,8,85647270.0,-0.00013956734124215462,77.0,1.0,3.7179,25.2000,0.0000,103.3430,459205.0000,-452.0000,3.0900,262000.0000,1772000.0000,237500.0000
2023-06-09,4,6,9,76256700.0,0.006639004149377583,78.0,1.0,3.7433,24.7000,0.0000,103.5570,467124.0000,7919.0000,3.0900,262000.0000,1772000.0000,237500.0000
2023-06-12,0,6,12,95899700.0,0.0030687491412083353,77.0,-1.0,3.7433,18.5000,0.0000,103.6540,467124.0000,7919.0000,3.0900,264000.0000,1761000.0000,247250.0000
2023-06-13,1,6,13,100612100.0,0.0003888558488494806,79.0,2.0,3.8269,5.8000,0.0000,103.3380,467124.0000,7919.0000,3.0900,264000.0000,1761000.0000,247250.0000
2023-06-14,2,6,14,110303100.0,0.014166290103931401,80.0,1.0,3.7900,71.9000,0.0000,102.9480,467124.0000,7919.0000,3.0900,264000.0000,1761000.0000,247250.0000
2023-06-15,3,6,15,114165800.0,-0.008100851044463666,79.0,-1.0,3.7204,69.4000,0.0000,102.1150,467124.0000,7919.0000,3.0900,264000.0000,1761000.0000,247250.0000
2023-06-16,4,6,16,76160360.0,-0.0006175945834667226,81.0,2.0,3.7672,71.9000,0.0000,102.2430,463293.0000,-3831.0000,3.0900,264000.0000,1761000.0000,247250.0000
2023-06-20,1,6,20,76982250.0,-0.002804984595576464,80.0,-1.0,3.7188,76.9000,0.0000,102.5400,463293.0000,-3831.0000,3.0900,265000.0000,1733000.0000,256000.0000
2023-06-21,2,6,21,70637180.0,0.005864699548693048,78.0,-2.0,3.7266,71.9000,0.0000,102.0710,463293.0000,-3831.0000,3.0900,265000.0000,1733000.0000,256000.0000
2023-06-22,3,6,22,92074540.0,0.0006463378038364135,78.0,0.0,3.7966,76.9000,0.0000,102.3860,463293.0000,-3831.0000,3.0900,265000.0000,1733000.0000,256000.0000
2023-06-23,4,6,23,72823560.0,-0.002735026886705004,76.0,-2.0,3.7366,74.4000,0.0000,102.9030,453690.0000,-9603.0000,3.0900,265000.0000,1733000.0000,256000.0000
2023-06-26,0,6,26,72813700.0,0.00875805305270879,73.0,-3.0,3.7231,75.6000,0.0000,102.6920,453690.0000,-9603.0000,3.0900,236000.0000,1718000.0000,256750.0000
2023-06-27,1,6,27,75635980.0,0.003070647815027785,72.0,-1.0,3.7717,76.9000,0.0000,102.4920,453690.0000,-9603.0000,3.0900,236000.0000,1718000.0000,256750.0000
2023-06-28,2,6,28,67882300.0,0.0049074433361485335,77.0,5.0,3.7136,81.8000,0.0000,102.9050,453690.0000,-9603.0000,3.0900,236000.0000,1718000.0000,256750.0000
2023-06-29,3,6,29,104964000.0,0.004150875293268307,78.0,1.0,3.8422,86.8000,0.0000,103.3420,453690.0000,-9603.0000,3.0900,236000.0000,1718000.0000,256750.0000
2023-06-30,4,6,30,32793380.0,0.0019603866693706585,79.0,1.0,3.8406,86.8000,0.0000,102.9120,452182.0000,-1508.0000,3.0900,236000.0000,1718000.0000,256750.0000
2023-07-03,0,7,3,58418430.0,0.0027531424187032484,83.0,4.0,3.8584,89.9000,0.0000,102.9620,452182.0000,-1508.0000,3.3000,249000.0000,1721000.0000,253500.0000
2023-07-05,2,7,5,80658300.0,0.0005458763590047061,79.0,-4.0,3.9335,88.7000,0.0000,103.3730,452182.0000,-1508.0000,3.3000,249000.0000,1721000.0000,253500.0000
2023-07-06,3,7,6,86134180.0,-0.00018241933644962737,79.0,0.0,4.0311,92.4000,0.0000,103.0690,452182.0000,-1508.0000,3.3000,249000.0000,1721000.0000,253500.0000
2023-07-07,4,7,7,62443500.0,0.0033662375471956016,78.0,-1.0,4.0656,92.4000,0.0000,102.2720,458128.0000,5946.0000,3.3000,249000.0000,1721000.0000,253500.0000
2023-07-10,0,7,10,64463750.0,0.004542783528454529,78.0,0.0,3.9998,92.4000,0.0000,101.9720,458128.0000,5946.0000,3.3000,237000.0000,1749000.0000,246750.0000
2023-07-11,1,7,11,91924530.0,-0.0008295592125913739,77.0,-1.0,3.9780,92.4000,0.0000,101.7320,458128.0000,5946.0000,3.3000,237000.0000,1749000.0000,246750.0000
2023-07-12,2,7,12,72425240.0,0.003692499332680899,78.0,1.0,3.8613,92.4000,0.0000,100.5210,458128.0000,5946.0000,3.3000,237000.0000,1749000.0000,246750.0000
2023-07-13,3,7,13,69815820.0,-0.0026598112535613653,80.0,2.0,3.7673,92.4000,0.0000,99.7700,458128.0000,5946.0000,3.3000,237000.0000,1749000.0000,246750.0000
2023-07-14,4,7,14,52680220.0,0.0037929198828852355,81.0,1.0,3.8302,94.9000,0.0000,99.9140,457420.0000,-708.0000,3.3000,237000.0000,1749000.0000,246750.0000
2023-07-17,0,7,17,80744450.0,0.008124353244236989,80.0,-1.0,3.8087,97.3000,0.0000,99.8420,457420.0000,-708.0000,3.3000,228000.0000,1679000.0000,237500.0000
2023-07-18,1,7,18,65891690.0,0.00041739894551844845,81.0,1.0,3.7892,99.8000,0.0000,99.9410,457420.0000,-708.0000,3.3000,228000.0000,1679000.0000,237500.0000
2023-07-19,2,7,19,70591640.0,-0.004400902295546042,83.0,2.0,3.7483,99.8000,0.0000,100.2760,457420.0000,-708.0000,3.3000,228000.0000,1679000.0000,237500.0000
2023-07-20,3,7,20,71275620.0,-0.003936485470387838,82.0,-1.0,3.8562,99.8000,0.0000,100.8800,457420.0000,-708.0000,3.3000,228000.0000,1679000.0000,237500.0000
2023-07-21,4,7,21,54023380.0,0.0018273888154997449,82.0,0.0,3.8369,99.8000,0.0000,101.0710,456820.0000,-600.0000,3.3000,228000.0000,1679000.0000,237500.0000
2023-07-24,0,7,24,55191240.0,0.0033374319339539386,83.0,1.0,3.8784,100.0000,0.0000,101.3460,456820.0000,-600.0000,3.3000,221000.0000,1692000.0000,233750.0000
2023-07-25,1,7,25,71052890.0,0.0022831551447826913,81.0,-2.0,3.8904,100.0000,0.0000,101.3490,456820.0000,-600.0000,3.3000,221000.0000,1692000.0000,233750.0000
2023-07-26,2,7,26,92194380.0,-0.014431258149351306,81.0,0.0,3.8727,22.0000,0.0000,100.8870,456820.0000,-600.0000,3.3000,221000.0000,1692000.0000,233750.0000
2023-07-27,3,7,27,80011790.0,0.0022761096034317175,80.0,-1.0,4.0022,21.0000,0.0000,101.7730,456820.0000,-600.0000,3.3000,221000.0000,1692000.0000,233750.0000
2023-07-28,4,7,28,62040450.0,0.0008300749251840264,77.0,-3.0,3.9566,20.0000,0.0000,101.6220,439771.0000,-17049.0000,3.3000,221000.0000,1692000.0000,233750.0000
2023-07-31,0,7,31,55502200.0,0.00046004206098851293,78.0,1.0,3.9668,17.5000,0.0000,101.8550,439771.0000,-17049.0000,3.3000,227000.0000,1684000.0000,228250.0000
2023-08-01,1,8,1,93933370.0,-0.006931330948837013,77.0,-1.0,4.0371,15.5000,0.0000,102.3030,439771.0000,-17049.0000,3.3000,227000.0000,1684000.0000,228250.0000
2023-08-02,2,8,2,64419690.0,0.0017823723375812194,59.0,-18.0,4.0896,17.5000,0.0000,102.5900,439771.0000,-17049.0000,3.3000,227000.0000,1684000.0000,228250.0000
2023-08-03,3,8,3,100128900.0,-0.008750923211208399,74.0,15.0,4.1792,17.5000,0.0000,102.5420,439771.0000,-17049.0000,3.3000,227000.0000,1684000.0000,228250.0000
2023-08-04,4,8,4,58357460.0,0.004437443145259702,75.0,1.0,4.0418,21.5000,0.0000,102.0170,445622.0000,5851.0000,3.3000,227000.0000,1684000.0000,228250.0000
2023-08-07,0,8,7,71361320.0,0.0014930362116991997,69.0,-6.0,4.0966,13.5000,0.0000,102.0470,445622.0000,5851.0000,3.3000,250000.0000,1711000.0000,231500.0000
2023-08-08,1,8,8,78789580.0,-0.007358384744812053,67.0,-2.0,4.0281,13.5000,0.0000,102.5280,445622.0000,5851.0000,3.3000,250000.0000,1711000.0000,231500.0000
2023-08-09,2,8,9,93005500.0,-0.005113139422753409,69.0,2.0,4.0161,13.5000,0.0000,102.4900,445622.0000,5851.0000,3.3000,250000.0000,1711000.0000,231500.0000
2023-08-10,3,8,10,68690900.0,0.0037697744867047013,67.0,-2.0,4.1074,11.0000,0.0000,102.5240,445622.0000,5851.0000,3.3000,250000.0000,1711000.0000,231500.0000
2023-08-11,4,8,11,47867440.0,0.007609738680234819,64.0,-3.0,4.1581,9.5000,0.0000,102.8420,439662.0000,-5960.0000,3.3000,250000.0000,1711000.0000,231500.0000
2023-08-14,0,8,14,75707530.0,-0.007631691842218148,63.0,-1.0,4.2011,11.5000,0.0000,103.1900,439662.0000,-5960.0000,3.3000,240000.0000,1697000.0000,234500.0000
2023-08-15,1,8,15,80107210.0,-0.006414339004640145,70.0,7.0,4.2188,9.5000,0.0000,103.2090,439662.0000,-5960.0000,3.3000,240000.0000,1697000.0000,234500.0000
2023-08-16,2,8,16,95711320.0,-0.01116230030484312,56.0,-14.0,4.2583,13.5000,0.0000,103.4310,439662.0000,-5960.0000,3.3000,240000.0000,1697000.0000,234500.0000
2023-08-17,3,8,17,98851960.0,0.0071706758304696345,52.0,-4.0,4.2840,11.5000,0.0000,103.5720,439662.0000,-5960.0000,3.3000,240000.0000,1697000.0000,234500.0000
2023-08-18,4,8,18,68718960.0,0.004074293258068839,44.0,-8.0,4.2507,9.5000,0.0000,103.3750,433528.0000,-6134.0000,3.3000,240000.0000,1697000.0000,234500.0000
2023-08-21,0,8,21,65062860.0,-0.006915439917836426,46.0,2.0,4.3419,15.5000,0.0000,103.3000,433528.0000,-6134.0000,3.3000,232000.0000,1719000.0000,237250.0000
2023-08-22,1,8,22,68441020.0,0.008532153578764357,48.0,2.0,4.3320,15.0000,0.0000,103.5630,433528.0000,-6134.0000,3.3000,232000.0000,1719000.0000,237250.0000
2023-08-23,2,8,23,88517270.0,-0.017853464258737923,47.0,-1.0,4.1958,13.5000,0.0000,103.4190,433528.0000,-6134.0000,3.3000,232000.0000,1719000.0000,237250.0000
2023-08-24,3,8,24,102325100.0,0.0029320180921426926,50.0,3.0,4.2411,19.5000,0.0000,103.9820,433528.0000,-6134.0000,3.3000,232000.0000,1719000.0000,237250.0000
2023-08-25,4,8,25,61595390.0,0.0011744511699340089,46.0,-4.0,4.2314,19.5000,0.0000,104.0770,422944.0000,-10584.0000,3.3000,232000.0000,1719000.0000,237250.0000
2023-08-28,0,8,28,83081920.0,0.014493721613678973,48.0,2.0,4.2059,22.0000,0.0000,104.0580,422944.0000,-10584.0000,3.3000,229000.0000,1679000.0000,237750.0000
2023-08-29,1,8,29,69053910.0,0.003325868606017605,48.0,0.0,4.1198,13.5000,0.0000,103.5310,422944.0000,-10584.0000,3.3000,229000.0000,1679000.0000,237750.0000
2023-08-30,2,8,30,66084560.0,-0.0028866437215498046,50.0,2.0,4.1120,11.5000,0.0000,103.1570,422944.0000,-10584.0000,3.3000,229000.0000,1679000.0000,237750.0000
2023-08-31,3,8,31,58944100.0,-0.004388395132870893,54.0,4.0,4.1062,11.0000,0.0000,103.6190,422944.0000,-10584.0000,3.3000,229000.0000,1679000.0000,237750.0000
