index,delta,gamma,theta,vega,rho,iv,rsi_10,rsi_20,rsi_30,dff1,dff2,sma_10,percentb,clopen,op_current,cl_current,win_loss
143,-0.163142,0.030887,-969.319839,0.181502,-0.026044,0.172090,18.950336,23.087336,26.786928,-4.137000,-3.699593,-6.296,0.037287,0.991794,1.007918,0.999647,1.0
144,-0.220579,0.036153,-1001.087816,0.181572,-0.026629,0.177653,25.720524,28.651822,30.109996,-2.931298,-1.458174,-6.296,-0.100156,0.991794,1.011719,1.003417,1.0
145,-0.270959,0.040298,-1006.594216,0.181540,-0.027038,0.178670,26.624234,30.491332,31.689877,-3.867098,-1.198546,-6.296,-0.007329,0.991794,1.015021,1.006691,1.0
146,-0.315427,0.044986,-970.541581,0.181486,-0.027291,0.172362,33.654068,35.732556,35.931735,-2.078488,-0.199180,-6.296,0.021438,0.991794,1.018110,1.009756,1.0
147,-0.391628,0.054013,-877.667159,0.181375,-0.027624,0.156058,19.031900,28.877866,33.692406,-9.845966,-4.814540,-6.296,-0.089092,0.991794,1.022826,1.014433,1.0
148,-0.394050,0.089288,-5951.924434,0.080882,-0.005718,0.211240,59.039862,51.503973,48.531293,7.535890,2.972680,-6.294,0.897796,0.995735,1.009766,1.005460,0.0
149,0.984394,0.005823,-1122.702973,0.161943,0.023958,0.158294,30.850704,34.509792,34.160074,-3.659088,0.349718,-2.620,-0.044426,1.021830,1.007591,1.029587,1.0
150,-0.521706,0.033599,-1114.924666,0.201895,-0.035964,0.233918,29.003167,32.269856,35.596328,-3.266689,-3.326472,-2.620,0.118206,1.021830,1.012958,1.035072,1.0
151,-0.486625,0.033333,-1122.618854,0.201122,-0.035526,0.236416,35.433244,30.798567,32.035801,4.634677,-1.237233,-2.620,0.174543,1.021830,1.015401,1.037567,1.0
152,-0.499324,0.032554,-1150.462793,0.200435,-0.035629,0.243084,34.566661,32.234869,32.040056,2.331792,0.194814,-2.620,0.241796,1.021830,1.018976,1.041221,1.0
153,-0.514347,0.030807,-1214.780587,0.199612,-0.035852,0.257676,9.546857,16.884808,20.759336,-7.337950,-3.874528,-2.620,-0.127325,1.021830,1.022890,1.045220,1.0
154,-0.519068,0.036231,-1359.170550,0.181492,-0.029563,0.241093,33.574615,36.816737,38.537848,-3.242122,-1.721111,-0.725,0.073985,0.997108,1.007745,1.004831,0.0
155,-0.486853,0.035928,-1369.099406,0.180745,-0.029242,0.243840,29.270255,33.769019,36.264158,-4.498764,-2.495138,-0.387,0.018661,1.003841,1.007665,1.011536,0.0
156,-0.572029,0.029459,-1253.196922,0.194288,-0.035693,0.273066,17.064460,25.320246,29.451281,-8.255786,-4.131035,-1.592,-0.210388,1.008880,1.007640,1.016588,1.0
157,-0.425703,0.028994,-1655.557511,0.176319,-0.028806,0.302043,17.671793,23.672510,27.313530,-6.000717,-3.641020,-1.455,-0.753573,0.993816,1.008612,1.002375,1.0
158,-0.507494,0.028059,-1330.887660,0.193115,-0.035135,0.291665,36.547004,36.029019,36.383275,0.517985,-0.354257,-1.455,0.187934,0.993816,1.013479,1.007211,0.0
159,-0.685866,0.034321,-1291.463879,0.174605,-0.029665,0.238468,37.738255,42.285647,42.524167,-4.547392,-0.238520,-1.036,0.036668,0.999709,1.007580,1.007287,0.0
160,-0.788745,0.036045,-1417.668376,0.153332,-0.023581,0.213187,30.936497,37.598647,38.903444,-6.662150,-1.304797,-2.706,-0.083988,1.011050,1.007870,1.019007,1.0
161,-0.500261,0.048923,-1410.086141,0.151912,-0.021770,0.213952,35.564288,37.284320,38.489809,-1.720032,-1.205489,-2.706,0.209892,1.011050,1.011837,1.023018,1.0
162,-0.510009,0.046529,-1481.798043,0.151354,-0.021844,0.225617,27.305636,34.561448,37.904195,-7.255812,-3.342747,-2.706,-0.193582,1.011050,1.015223,1.026441,1.0
163,-0.511586,0.044960,-1532.653746,0.150855,-0.021859,0.234099,30.003710,35.876589,38.086129,-5.872879,-2.209540,-2.706,-0.056700,1.011050,1.018155,1.029406,0.0
164,-0.391131,0.091203,-5811.361125,0.075442,-0.005354,0.221171,12.375226,25.224982,31.549483,-12.849756,-6.324501,-4.655,0.018308,1.002862,1.007663,1.010546,1.0
165,-0.438641,0.029483,-1246.854281,0.184112,-0.032803,0.286949,27.334556,32.535204,35.707941,-5.200648,-3.172738,-6.481,-0.203440,0.990807,1.008309,0.999040,1.0
166,-0.498321,0.028892,-1291.392751,0.183479,-0.033390,0.298197,22.346496,26.861765,30.038347,-4.515269,-3.176582,-6.481,-0.021276,0.990807,1.013926,1.004605,1.0
167,-0.646073,0.030673,-1505.334057,0.167770,-0.028829,0.289024,39.942315,37.810942,35.577457,2.131373,2.233485,-7.638,0.134843,1.009811,1.016201,1.026171,0.0
168,-0.610542,0.037764,-1262.351790,0.173493,-0.028834,0.234580,18.476943,27.317214,31.743349,-8.840271,-4.426135,-2.806,-0.224522,1.003459,1.007858,1.011345,1.0
169,-0.769562,0.038857,-1379.097564,0.152773,-0.023307,0.208162,40.156522,41.493534,38.997626,-1.337012,2.495908,-0.642,0.475764,1.011876,1.007870,1.019839,1.0
170,-0.523277,0.052140,-1323.202206,0.151503,-0.021704,0.201369,27.551017,34.758896,38.045207,-7.207879,-3.286311,-0.642,0.007681,1.011876,1.012213,1.024234,1.0
171,-0.469610,0.051936,-1323.440810,0.150880,-0.021371,0.202222,37.499566,37.378049,37.933085,0.121517,-0.555036,-0.642,0.126187,1.011876,1.014915,1.026968,1.0
172,-0.488730,0.055461,-1244.396032,0.150476,-0.021299,0.190709,29.194834,35.846504,38.841661,-6.651671,-2.995156,-0.642,0.133134,1.011876,1.018755,1.030854,1.0
173,-0.484655,0.054729,-1260.132920,0.150054,-0.021247,0.193649,27.005112,30.214743,33.297514,-3.209631,-3.082771,-0.642,0.108187,1.011876,1.021365,1.033494,0.0
174,-0.539965,0.027753,-1339.742145,0.181352,-0.033600,0.312942,22.837091,29.147854,32.870890,-6.310763,-3.723036,-0.132,-0.102183,0.996731,1.016363,1.013040,0.0
175,-0.131435,0.020502,-1746.177262,0.146503,-0.019555,0.274386,50.857391,44.014383,42.949253,6.843007,1.065130,-1.961,0.407645,0.993323,1.017200,1.010409,1.0
176,-0.174510,0.024617,-1763.408202,0.146407,-0.019871,0.277281,28.122955,35.384549,37.594495,-7.261594,-2.209946,-1.961,-0.029565,0.993323,1.022281,1.015455,0.0
177,-0.330742,0.029997,-1121.496027,0.187122,-0.031896,0.254054,25.297900,39.117245,46.052794,-13.819345,-6.935549,0.363,0.007768,0.978239,1.008282,0.986340,1.0
178,-0.405025,0.031816,-1135.994235,0.186683,-0.032549,0.257955,19.384407,28.259445,34.135314,-8.875038,-5.875869,0.363,-0.164591,0.978239,1.014666,0.992586,0.0
179,-0.514854,0.041092,-1199.916842,0.170073,-0.027510,0.227466,23.976719,28.944160,32.040738,-4.967441,-3.096578,0.066,0.001644,1.004547,1.008379,1.012965,1.0
180,-0.614734,0.040670,-1170.366931,0.177440,-0.029243,0.212756,27.656178,35.329708,38.713818,-7.673530,-3.384109,4.603,-0.135685,0.995129,1.007612,1.002703,1.0
181,0.931549,0.022285,-1009.892163,0.158110,0.022177,0.145599,47.755870,44.497446,44.374585,3.258424,0.122861,4.540,0.488748,0.990358,1.010259,1.000518,1.0
182,-0.519264,0.031323,-1194.445059,0.194961,-0.035092,0.259747,37.411332,37.448449,38.486774,-0.037116,-1.038326,4.540,0.182749,0.990358,1.015520,1.005729,1.0
183,-0.412288,0.058737,-1144.257671,0.155406,-0.021445,0.170097,17.635478,27.799242,34.653730,-10.163764,-6.854487,1.976,-0.129248,0.983824,1.007561,0.991263,1.0
184,-0.476427,0.061541,-1121.213017,0.155240,-0.021693,0.166886,15.604688,24.127547,30.581252,-8.522859,-6.453705,1.976,0.016993,0.983824,1.010477,0.994132,1.0
185,-0.491895,0.059647,-1159.149314,0.154734,-0.021751,0.173061,9.889712,18.465351,25.348277,-8.575639,-6.882926,1.976,0.061854,0.983824,1.013873,0.997473,1.0
186,-0.456779,0.060176,-1140.451831,0.154446,-0.021524,0.170594,25.071454,24.205045,27.731766,0.866409,-3.526721,1.976,0.111631,0.983824,1.015019,0.998600,1.0
187,-0.537687,0.057189,-1206.274000,0.154091,-0.021949,0.180811,21.522411,23.175045,26.022740,-1.652633,-2.847695,1.976,0.016554,0.983824,1.018803,1.002323,0.0
188,-0.687987,0.029889,-1478.280928,0.175395,-0.030257,0.271878,22.196183,32.426928,36.415311,-10.230745,-3.988383,0.314,-0.226823,1.006004,1.007830,1.013881,1.0
189,-0.528538,0.030896,-1209.462978,0.190164,-0.034463,0.269950,39.632345,41.463749,42.647023,-1.831404,-1.183273,0.314,0.116857,1.006004,1.013506,1.019591,1.0
190,-0.517764,0.042460,-885.531271,0.202951,-0.035362,1.857079e-01,15.315103,27.097778,32.892338,-11.782675,-5.794560,2.420,-0.277606,0.984600,1.007608,0.992091,1.0
191,-0.467674,0.041588,-898.863734,0.202198,-0.034817,1.891514e-01,26.056401,28.606559,32.018542,-2.550157,-3.411983,2.420,0.008888,0.984600,1.009661,0.994113,1.0
192,-0.482016,0.038791,-965.940126,0.201466,-0.035043,2.038842e-01,16.741312,21.581054,25.947891,-4.839743,-4.366837,2.420,-0.014113,0.984600,1.013051,0.997450,1.0
193,-0.470133,0.036138,-1033.258830,0.200882,-0.035051,2.186023e-01,34.519534,32.165373,32.695642,2.354162,-0.530269,2.420,0.193040,0.984600,1.014742,0.999115,0.0
194,-0.402312,0.060205,-1109.885453,0.163829,-0.022431,1.565885e-01,28.066634,38.559124,42.916636,-10.492490,-4.357512,3.455,-0.202839,0.992023,1.007632,0.999594,0.0
195,-0.402312,0.060205,-1109.885453,0.163829,-0.022431,1.565885e-01,13.353893,23.119020,28.520193,-9.765127,-5.401173,4.619,-0.309679,1.006706,1.007868,1.014627,1.0
196,-0.515145,0.050984,-1355.601616,0.164492,-0.023410,1.902820e-01,29.846831,34.282577,36.175523,-4.435746,-1.892945,4.619,-0.038340,1.006706,1.010519,1.017295,1.0
197,-0.208168,0.032314,-1079.223659,0.185735,-0.027240,1.876949e-01,24.759571,28.969662,34.185507,-4.210091,-5.215845,-0.249,0.140225,0.998335,1.008620,1.006940,0.0
198,-0.110923,0.075410,-3457.033728,0.083099,-0.005434,1.195898e-01,19.784725,27.018334,31.441227,-7.233609,-4.422893,2.112,-0.088999,1.007103,1.007568,1.014726,1.0
199,-0.495174,0.059141,-1170.189911,0.166443,-0.023309,1.624867e-01,26.904008,35.484544,38.597072,-8.580537,-3.112528,2.112,-0.096140,1.007103,1.010378,1.017555,1.0
200,-0.491665,0.057835,-1195.923363,0.166012,-0.023270,1.664633e-01,14.180619,23.913143,29.157754,-9.732524,-5.244610,2.112,-0.004324,1.007103,1.012758,1.019952,1.0
201,-0.613556,0.059222,-1735.160818,0.142916,-0.017877,1.818463e-01,37.243840,38.118624,38.426786,-0.874784,-0.308162,2.460,0.144729,1.000275,1.008864,1.009142,1.0
202,-0.502378,0.048708,-772.933598,0.201214,-0.034589,1.636839e-01,30.719171,36.332244,38.098605,-5.613073,-1.766361,2.460,-0.166700,1.000275,1.012187,1.012466,1.0
203,-0.518079,0.048945,-769.288941,0.200621,-0.034626,1.634034e-01,26.927102,33.012378,36.198358,-6.085277,-3.185980,2.460,-0.078014,1.000275,1.015584,1.015864,1.0
204,-0.507100,0.048220,-780.765305,0.199891,-0.034444,1.664110e-01,28.095564,34.362506,36.948350,-6.266941,-2.585844,2.460,-0.075378,1.000275,1.018900,1.019180,0.0
205,-0.238894,0.026246,-3078.891435,0.142853,-0.017582,3.220942e-01,26.903134,36.647983,43.902903,-9.744849,-7.254920,-1.523,0.016564,0.973547,1.011777,0.985013,1.0
206,-0.522820,0.026735,-1396.437289,0.204062,-0.037254,2.903266e-01,15.315323,28.828399,35.318871,-13.513077,-6.490471,-1.523,-0.202913,0.973547,1.017707,0.990786,1.0
207,-0.524062,0.026498,-1408.424266,0.202974,-0.037134,2.943659e-01,26.363185,30.575739,33.572417,-4.212554,-2.996678,-1.523,-0.023015,0.973547,1.022941,0.995881,1.0
208,-0.781864,0.018329,-2015.874898,0.181728,-0.033568,3.574327e-01,33.447775,33.484341,30.988731,-0.036566,2.495609,0.978,0.111423,1.011395,1.010879,1.022399,1.0
209,-0.516204,0.036285,-1357.906338,0.180534,-0.029401,2.427130e-01,41.640766,41.497184,40.843310,0.143582,0.653874,0.978,0.137465,1.011395,1.014567,1.026129,1.0
210,-0.485041,0.036260,-1356.477936,0.179801,-0.029066,2.434304e-01,22.468927,30.840745,35.384971,-8.371818,-4.544226,0.978,-0.002597,1.011395,1.017547,1.029143,0.0
211,-0.793950,0.042488,-1200.979699,0.159602,-0.024147,1.739219e-01,27.752035,29.989885,31.556209,-2.237851,-1.566324,-0.154,-0.072658,1.011579,1.007876,1.019547,0.0
212,-0.685556,0.183457,-2722.726512,0.079331,-0.005528,9.872774e-02,22.256599,29.880557,34.153779,-7.623958,-4.273222,-2.603,-0.023160,1.000418,1.008131,1.008552,1.0
213,-0.473529,0.053694,-1282.649964,0.157608,-0.022206,1.879086e-01,26.897043,29.219815,31.970492,-2.322771,-2.750677,-2.603,0.055557,1.000418,1.010071,1.010493,1.0
214,-0.794875,0.043266,-651.607895,0.193831,-0.035997,1.436081e-01,28.349362,31.013285,31.557653,-2.663922,-0.544369,-3.286,-0.128074,1.007960,1.010682,1.018727,1.0
215,-0.502257,0.057086,-660.258777,0.192691,-0.032876,1.461843e-01,21.900016,31.945644,35.905917,-10.045628,-3.960274,-3.286,-0.380672,1.007960,1.014482,1.022557,1.0
216,-0.495225,0.053942,-697.955282,0.192149,-0.032844,1.548647e-01,9.956624,21.264310,27.531170,-11.307687,-6.266860,-3.286,-0.072456,1.007960,1.016851,1.024945,1.0
217,-0.500243,0.049124,-765.978908,0.191490,-0.032993,1.703790e-01,23.936755,29.178587,31.088891,-5.241832,-1.910303,-3.286,-0.430083,1.007960,1.019855,1.027973,0.0
218,0.982472,0.011177,-470.677503,0.171436,0.029798,8.640970e-02,27.055240,34.268017,36.348533,-7.212777,-2.080516,-2.589,-0.066601,1.000603,1.007640,1.008248,0.0
219,-0.192010,0.073645,-5105.125285,0.078625,-0.005361,1.865106e-01,36.080374,38.035295,40.528367,-1.954921,-2.493072,-4.127,0.093204,0.995574,1.010443,1.005971,1.0
220,-0.523045,0.040470,-927.690461,0.192545,-0.033875,2.048949e-01,23.476393,33.766663,37.888248,-10.290271,-4.121585,-4.127,-0.058957,0.995574,1.015921,1.011425,0.0
221,0.817186,0.072037,-461.169046,0.184400,0.028534,7.874571e-02,23.003686,29.464609,33.209195,-6.460923,-3.744586,3.536,-0.089788,0.996019,1.007976,1.003963,1.0
222,-0.484570,0.057500,-654.528108,0.201490,-0.034108,1.386646e-01,20.134802,26.188612,29.774402,-6.053810,-3.585790,3.536,-0.002264,0.996019,1.011000,1.006974,1.0
223,-0.496468,0.059127,-637.663334,0.200951,-0.034077,1.354968e-01,34.883525,37.727805,38.329507,-2.844280,-0.601702,3.536,0.024898,0.996019,1.014093,1.010056,1.0
224,-0.502793,0.058191,-648.114591,0.200396,-0.034077,1.380709e-01,27.856750,33.447891,35.636692,-5.591141,-2.188801,3.536,-0.073602,0.996019,1.016960,1.012911,1.0
225,-0.364482,0.053619,-863.167970,0.185620,-0.028010,1.505260e-01,16.966351,30.283171,36.938101,-13.316820,-6.654930,2.489,-0.117016,0.992255,1.008209,1.000400,0.0
226,-0.548664,0.062488,-790.913372,0.191173,-0.029953,1.341297e-01,25.110441,32.717211,36.688385,-7.606770,-3.971174,2.567,-0.028330,1.004670,1.007939,1.012646,1.0
227,-0.370062,0.053995,-861.922908,0.190753,-0.028774,1.463036e-01,34.192185,39.190733,40.892032,-4.998549,-1.701299,2.419,0.059700,0.991453,1.007565,0.998954,1.0
228,-0.433733,0.056827,-856.596794,0.190596,-0.029193,1.455492e-01,12.690991,24.195907,30.391754,-11.504916,-6.195848,2.419,-0.055250,0.991453,1.010404,1.001769,1.0
229,-0.492666,0.057990,-854.251897,0.190394,-0.029574,1.453274e-01,37.083623,40.702318,41.829809,-3.618695,-1.127492,2.419,-0.013127,0.991453,1.012937,1.004280,1.0
230,-0.512159,0.057466,-862.766451,0.189835,-0.029649,1.471969e-01,21.520137,31.827493,35.795465,-10.307356,-3.967972,2.419,-0.298450,0.991453,1.016268,1.007582,1.0
231,-0.536543,0.057713,-857.375106,0.189265,-0.029728,1.467305e-01,19.120365,25.674895,29.584297,-6.554530,-3.909402,2.419,-0.106229,0.991453,1.019821,1.011105,0.0
232,-0.987325,0.009268,-6773.368571,0.083623,-0.006642,2.326425e-01,27.965078,33.363967,35.651721,-5.398889,-2.287754,-0.532,-0.123609,1.009193,1.007691,1.016955,1.0
233,-0.482760,0.046536,-806.947864,0.203309,-0.034848,1.690625e-01,31.522856,34.273747,36.288063,-2.750891,-2.014316,-0.532,0.101699,1.009193,1.011201,1.020497,1.0
234,-0.458125,0.071678,-959.936212,0.165884,-0.022772,1.339251e-01,32.760933,34.524500,36.898363,-1.763567,-2.373863,-1.583,0.072475,0.992727,1.007655,1.000326,1.0
235,-0.548571,0.055111,-895.088086,0.184939,-0.029257,1.566779e-01,16.609771,25.045646,29.344000,-8.435875,-4.298354,-1.583,-0.231797,0.992727,1.011515,1.004157,0.0
236,-0.409171,0.065269,-560.858420,0.241672,-0.039440,1.001253e-01,14.709081,27.365910,33.588420,-12.656829,-6.222510,0.000,-0.159770,0.997582,1.007774,1.005337,0.0
237,-0.409171,0.065269,-560.858420,0.241672,-0.039440,1.001253e-01,21.391568,32.429718,36.906182,-11.038150,-4.476465,3.055,-0.129329,1.004399,1.007774,1.012207,1.0
238,0.820007,0.049452,-666.405960,0.225415,0.034713,9.281598e-02,23.026215,34.005199,37.686627,-10.978984,-3.681428,2.363,-0.201011,1.003978,1.007563,1.011571,1.0
239,-0.025642,0.016626,-928.247568,0.180839,-0.018469,7.751548e-02,23.720373,31.373023,34.424434,-7.652650,-3.051411,1.985,-0.115091,0.998390,1.007641,1.006019,0.0
240,-0.025642,0.016626,-928.247568,0.180839,-0.018469,7.751548e-02,27.494631,32.984347,35.938610,-5.489715,-2.954263,1.956,-0.109358,0.998297,1.007682,1.005966,0.0
241,1.000000,0.000000,-28.307933,0.000000,0.056404,1.000000e-07,10.625353,13.047687,15.077685,-2.422333,-2.029998,0.968,-0.004585,0.992528,1.008149,1.000616,1.0
242,0.562302,0.078520,-884.819694,0.216104,0.027680,9.247000e-02,11.212972,17.409502,23.099376,-6.196529,-5.689875,-0.626,-0.115836,0.996887,1.008548,1.005408,1.0
243,-0.968782,0.022553,-5680.532722,0.106628,-0.008044,1.532292e-01,14.582113,27.168028,34.106168,-12.585914,-6.938141,-1.739,-0.285609,0.992539,1.007833,1.000313,1.0
244,-0.936059,0.026050,-2823.003203,0.148016,-0.016015,1.555980e-01,23.054534,30.218814,33.875859,-7.164279,-3.657045,-3.302,-0.240282,0.995788,1.008426,1.004178,1.0
245,-0.759102,0.049703,-1145.253583,0.206799,-0.030320,1.287556e-01,36.419098,36.420664,36.892003,-0.001567,-0.471339,-3.241,0.132345,1.001183,1.007573,1.008764,0.0
246,-0.461730,0.041059,-911.706655,0.256529,-0.043399,1.521941e-01,23.409569,31.121402,34.671640,-7.711833,-3.550237,0.302,-0.317569,1.003423,1.009563,1.013019,1.0
247,-0.446435,0.048157,-1017.784312,0.234338,-0.035925,1.412443e-01,52.961599,48.426893,46.945582,4.534706,1.481311,-0.175,0.669382,0.992482,1.000754,0.993231,1.0
248,-0.446435,0.048157,-1017.784312,0.234338,-0.035925,1.412443e-01,17.245462,24.860379,28.168950,-7.614917,-3.308570,2.686,-0.301198,0.994892,1.008197,1.003048,1.0
249,-0.446435,0.048157,-1017.784312,0.234338,-0.035925,1.412443e-01,29.434050,35.612000,37.500688,-6.177950,-1.888688,-0.437,-0.125752,0.997881,1.007755,1.005619,1.0
250,-0.045887,0.028111,-4699.330189,0.108323,-0.006963,1.247943e-01,23.433315,31.062620,35.174878,-7.629305,-4.112258,-0.849,-0.331053,0.997428,1.007757,1.005165,1.0
251,0.653647,0.119737,-550.185332,0.234124,0.031086,5.239020e-02,15.927987,23.144018,27.762487,-7.216032,-4.618469,2.745,0.133728,0.997850,1.007837,1.005670,1.0
252,-0.810346,0.053719,-973.706256,0.228711,-0.033540,9.937220e-02,30.438233,34.262737,36.462756,-3.824504,-2.200019,0.913,0.036926,1.000543,1.007975,1.008522,0.0
253,-0.810346,0.053719,-973.706256,0.228711,-0.033540,9.937220e-02,21.277342,30.126598,31.162479,-8.849256,-1.035881,-0.267,-0.295934,1.008688,1.007598,1.016353,1.0
254,0.643254,0.063588,-1030.488414,0.227034,0.029471,1.026488e-01,8.734097,18.602668,24.509724,-9.868571,-5.907055,-3.232,-0.218995,0.997692,1.008384,1.006057,1.0
255,-0.664240,0.039768,-1165.342495,0.256102,-0.041524,1.479978e-01,28.616576,31.847538,35.011210,-3.230962,-3.163671,-2.899,0.019752,0.996283,1.007646,1.003900,1.0
256,-0.931521,0.013902,-1971.204049,0.221649,-0.035950,2.059225e-01,17.576753,22.406441,23.901648,-4.829688,-1.495207,-1.578,-0.112051,1.013911,1.008094,1.022117,1.0
257,-0.441763,0.031593,-1541.457826,0.243114,-0.038253,2.053394e-01,24.975228,29.893873,32.873741,-4.918645,-2.979867,-6.890,0.072371,0.987835,1.008009,0.995747,1.0
258,-0.424120,0.125575,-4339.361089,0.116391,-0.007908,1.073204e-01,27.073075,31.988473,35.118437,-4.915399,-3.129963,7.851,0.077198,0.995879,1.007914,1.003760,1.0
259,-0.424120,0.125575,-4339.361089,0.116391,-0.007908,1.073204e-01,27.460868,34.704908,37.289627,-7.244040,-2.584719,4.704,-0.274259,0.999982,1.008132,1.008114,1.0
260,-0.469607,0.108628,-5096.527668,0.115881,-0.007975,1.265366e-01,34.281100,35.934126,36.447713,-1.653026,-0.513587,1.465,-0.021522,1.005602,1.007803,1.013448,1.0
261,-0.932712,0.029510,-1567.403885,0.197293,-0.026117,1.197175e-01,29.940529,34.929165,37.796157,-4.988636,-2.866991,-1.876,0.121851,0.997803,1.007720,1.005507,1.0
262,-0.932712,0.029510,-1567.403885,0.197293,-0.026117,1.197175e-01,15.488842,24.496165,30.408738,-9.007323,-5.912572,-3.158,-0.011065,0.996408,1.007718,1.004098,0.0
263,-0.469559,0.042431,-1163.749940,0.252805,-0.039109,1.496031e-01,26.658222,33.798440,37.605762,-7.140218,-3.807323,-2.772,0.006878,1.001954,1.008071,1.010040,1.0
264,0.977966,0.006027,-1053.577334,0.249337,0.042047,1.333248e-01,29.868575,34.978903,37.464672,-5.110328,-2.485769,2.038,-0.035425,1.001466,1.008112,1.009590,1.0
265,-0.399572,0.037983,-1754.497100,0.235815,-0.032474,1.722971e-01,66.845730,59.260289,55.181395,7.585441,4.078894,0.157,0.908397,1.003169,1.005174,1.008359,0.0
266,0.656566,0.074470,-871.650108,0.239994,0.031509,8.182235e-02,33.028838,38.328092,39.906285,-5.299254,-1.578193,1.867,-0.090674,0.999530,1.007679,1.007205,1.0
267,0.656566,0.074470,-871.650108,0.239994,0.031509,8.182235e-02,19.479825,27.984423,31.921632,-8.504597,-3.937210,2.598,-0.070019,1.003095,1.007921,1.011041,1.0
268,0.656566,0.074470,-871.650108,0.239994,0.031509,8.182235e-02,25.816697,29.595982,30.557923,-3.779285,-0.961941,-0.030,0.039104,1.008538,1.007710,1.016313,0.0
269,-0.384561,0.067187,-704.959346,0.276207,-0.040714,8.373945e-02,51.520841,46.699240,45.518368,4.821601,1.180872,3.231,0.406737,0.999280,1.007230,1.006506,1.0
270,-0.594081,0.041738,-1169.779252,0.273074,-0.043334,1.394057e-01,14.345263,22.546674,26.898848,-8.201411,-4.352174,3.194,-0.202073,1.000288,1.008123,1.008413,1.0
271,-0.316359,0.037452,-1166.751822,0.272454,-0.040411,1.392288e-01,25.930900,38.556610,43.199091,-12.625710,-4.642481,1.306,0.054247,0.996213,1.007881,1.004064,0.0
272,-0.316359,0.037452,-1166.751822,0.272454,-0.040411,1.392288e-01,23.468510,27.144389,28.219309,-3.675879,-1.074920,0.354,0.060067,1.000464,1.007842,1.008310,1.0
273,-0.760804,0.021429,-1851.982307,0.273949,-0.047140,2.189924e-01,23.581459,33.385100,37.176356,-9.803641,-3.791256,-2.100,-0.131099,0.991125,1.007837,0.998893,0.0
274,0.566663,0.077524,-896.863485,0.249108,0.032081,8.112460e-02,26.263708,34.357346,37.744437,-8.093638,-3.387091,-2.531,-0.083318,0.996578,1.007648,1.004200,1.0
275,-0.482770,0.059336,-1172.007866,0.243856,-0.033327,1.118490e-01,14.881569,27.097225,33.709914,-12.215656,-6.612689,-3.670,-0.180896,0.994283,1.007607,1.001846,1.0
276,1.000000,0.000000,-32.100646,0.000000,0.063961,1.000000e-07,21.713722,30.339894,35.262021,-8.626173,-4.922127,1.493,-0.008763,0.996252,1.007706,1.003929,1.0
277,0.000000,0.000000,32.572772,0.000000,-0.048677,0.000000e+00,16.765749,22.156166,25.095006,-5.390416,-2.938840,-0.772,-0.116444,1.007606,1.008116,1.015784,1.0
278,-0.493081,0.057507,-1211.273520,0.251322,-0.034427,1.121614e-01,26.078847,32.853924,35.159449,-6.775077,-2.305524,3.188,-0.187864,0.995836,1.007880,1.003683,0.0
279,-0.383357,0.082431,-1238.354248,0.217245,-0.024992,8.609799e-02,21.610707,29.583098,33.390945,-7.972391,-3.807847,-0.565,-0.679853,0.998995,1.007928,1.006915,1.0
280,0.577199,0.042904,-575.352016,0.355028,0.064663,1.022050e-01,12.599766,22.912346,28.899598,-10.312580,-5.987252,1.731,-0.103140,1.001132,1.008435,1.009577,1.0
281,-0.934367,0.033171,-6096.188396,0.124763,-0.009235,1.405661e-01,18.920087,20.270796,21.483875,-1.350710,-1.213079,-0.022,-0.059047,0.996346,1.007783,1.004100,0.0
282,-0.613862,0.035975,-2859.993307,0.213744,-0.026948,2.006656e-01,24.381206,29.552822,31.148241,-5.171616,-1.595419,-0.994,0.055653,1.000067,1.007712,1.007779,1.0
283,-0.457343,0.042194,-1630.120700,0.246561,-0.034109,1.532894e-01,18.445737,32.001231,37.850076,-13.555494,-5.848844,-2.138,-0.034754,0.995596,1.007601,1.003164,1.0
284,-0.303806,0.073600,-6571.329563,0.122819,-0.008390,1.538468e-01,25.908114,35.647906,40.142380,-9.739793,-4.494473,-3.386,-0.016773,0.997162,1.007661,1.004801,0.0
285,-0.876046,0.016913,-3422.011284,0.207901,-0.028575,2.466704e-01,25.990221,25.300713,25.842187,0.689509,-0.541474,-4.148,0.079239,1.007473,1.007827,1.015358,0.0
